country,substation_id,action,destination,reason
germany,11000140620,remove,france,duplicate of france 1000166865 at 0.01 m
germany,11000140621,remove,france,duplicate of france 1000166866 at 0.06 m
germany,11000140855,remove,austria,duplicate of austria AT_v43_f3028aa31e14 at 0.03 m
germany,11000140856,remove,austria,duplicate of austria AT_v43_c3c2c98a2742 at 0.03 m
germany,11000140857,remove,austria,duplicate of austria AT_v43_0dec47bff9bf at 0.03 m
germany,11000141486,remove,switzerland,duplicate of switzerland CH_v43_7e0979736474 at 0.05 m
germany,11000141798,remove,france,duplicate of france 1000167270 at 0.04 m
germany,11000141799,remove,france,duplicate of france 1000167271 at 0.01 m
germany,11000141800,remove,france,duplicate of france 1000167272 at 0.04 m
germany,11000141801,remove,france,duplicate of france 1000167273 at 0.04 m
germany,11000141802,remove,france,duplicate of france 1000167274 at 0.01 m
germany,11000141803,remove,france,duplicate of france 1000167275 at 0.05 m
germany,11000141804,remove,france,duplicate of france 1000167276 at 0.06 m
germany,11000141805,remove,france,duplicate of france 1000167277 at 0.03 m
germany,11000141806,remove,france,duplicate of france 1000167278 at 0.06 m
germany,11000141807,remove,france,duplicate of france 1000167279 at 0.02 m
germany,11000141808,remove,france,duplicate of france 1000167280 at 0.04 m
germany,11000141809,remove,france,duplicate of france 1000167281 at 0.04 m
germany,11000141810,remove,france,duplicate of france 1000167282 at 0.04 m
germany,11000141811,remove,france,duplicate of france 1000167283 at 0.06 m
germany,11000141812,remove,france,duplicate of france 1000167284 at 0.04 m
germany,11000141816,remove,france,duplicate of france 1000167285 at 0.06 m
germany,11000141817,remove,france,duplicate of france 1000167286 at 0.02 m
germany,11000141818,remove,france,duplicate of france 1000167287 at 0.05 m
germany,11000141819,remove,france,duplicate of france 1000167288 at 0.04 m
germany,11000141820,remove,france,duplicate of france 1000167289 at 0.05 m
germany,11000141821,remove,france,duplicate of france 1000167290 at 0.05 m
germany,11000141822,remove,france,duplicate of france 1000167291 at 0.04 m
germany,11000141823,remove,france,duplicate of france 1000167292 at 0.04 m
germany,11000141824,remove,france,duplicate of france 1000167293 at 0.06 m
germany,11000141825,remove,france,duplicate of france 1000167294 at 0.04 m
germany,11000141826,remove,france,duplicate of france 1000167295 at 0.02 m
germany,11000141827,remove,france,duplicate of france 1000167296 at 0.06 m
germany,11000141828,remove,france,duplicate of france 1000167297 at 0.02 m
germany,11000141829,remove,france,duplicate of france 1000167298 at 0.01 m
germany,11000141830,remove,france,duplicate of france 1000167299 at 0.04 m
germany,11000141831,remove,france,duplicate of france 1000167300 at 0.02 m
germany,11000141832,remove,france,duplicate of france 1000167301 at 0.03 m
germany,11000141833,remove,france,duplicate of france 1000167302 at 0.05 m
germany,11000141834,remove,france,duplicate of france 1000167303 at 0.03 m
germany,11000141835,remove,france,duplicate of france 1000167304 at 0.05 m
germany,11000141886,remove,austria,duplicate of austria AT_v43_a1763057b616 at 0.05 m
germany,11000142332,remove,france,duplicate of france 1000167532 at 0.04 m
germany,11000142333,remove,france,duplicate of france 1000167533 at 0.05 m
germany,11000142334,remove,france,duplicate of france 1000167534 at 0.03 m
germany,11000142335,remove,france,duplicate of france 1000167535 at 0.04 m
germany,11000142336,remove,france,duplicate of france 1000167536 at 0.01 m
germany,11000142337,remove,france,duplicate of france 1000167537 at 0.03 m
germany,11000142338,remove,france,duplicate of france 1000167538 at 0.03 m
germany,11000142339,remove,france,duplicate of france 1000167539 at 0.03 m
germany,11000142340,remove,france,duplicate of france 1000167540 at 0.04 m
germany,11000142341,remove,france,duplicate of france 1000167541 at 0.03 m
germany,11000142342,remove,france,duplicate of france 1000167542 at 0.06 m
germany,11000142343,remove,france,duplicate of france 1000167543 at 0.02 m
germany,11000142344,remove,france,duplicate of france 1000167544 at 0.04 m
germany,11000142345,remove,france,duplicate of france 1000167545 at 0.01 m
germany,11000142346,remove,france,duplicate of france 1000167546 at 0.04 m
germany,11000142347,remove,france,duplicate of france 1000167547 at 0.04 m
germany,11000142404,remove,france,duplicate of france 1000167737 at 0.04 m
germany,11000142405,remove,france,duplicate of france 1000167738 at 0.06 m
germany,11000142433,remove,france,duplicate of france 1000168139 at 0.04 m
germany,11000142434,remove,france,duplicate of france 1000168140 at 0.04 m
germany,11000142435,remove,france,duplicate of france 1000168141 at 0.05 m
germany,11000142436,remove,france,duplicate of france 1000168142 at 0.04 m
germany,11000142437,remove,france,duplicate of france 1000168143 at 0.04 m
germany,11000142438,remove,france,duplicate of france 1000168144 at 0.04 m
germany,11000142439,remove,france,duplicate of france 1000168145 at 0.05 m
germany,11000142440,remove,france,duplicate of france 1000168146 at 0.02 m
germany,11000142441,remove,france,duplicate of france 1000168147 at 0.02 m
germany,11000142442,remove,france,duplicate of france 1000168148 at 0.02 m
germany,11000142443,remove,france,duplicate of france 1000168149 at 0.04 m
germany,11000142444,remove,france,duplicate of france 1000168150 at 0.03 m
germany,11000142445,remove,france,duplicate of france 1000168151 at 0.03 m
germany,11000142446,remove,france,duplicate of france 1000168152 at 0.06 m
germany,11000142447,remove,france,duplicate of france 1000168153 at 0.05 m
germany,11000142448,remove,france,duplicate of france 1000168154 at 0.02 m
germany,11000142449,remove,france,duplicate of france 1000168155 at 0.05 m
germany,11000142450,remove,france,duplicate of france 1000168156 at 0.04 m
germany,11000142470,remove,france,duplicate of france 1000168219 at 0.04 m
germany,11000142472,remove,france,duplicate of france 1000168221 at 0.04 m
germany,11000142475,remove,france,duplicate of france 1000168224 at 0.02 m
germany,11000142481,remove,switzerland,duplicate of switzerland CH_11801921890 at 2.81 m
germany,11000142522,remove,france,duplicate of france 1000168257 at 0.05 m
germany,11000142701,remove,austria,duplicate of austria AT_v43_286b75eb5cb8 at 0.05 m
germany,11000142725,remove,france,duplicate of france 1000168466 at 0.01 m
germany,11000142758,remove,switzerland,duplicate of switzerland CH_12242301896 at 4.24 m
germany,11000142835,remove,france,duplicate of france 1000168613 at 0.05 m
germany,11000142874,remove,france,duplicate of france 1000168652 at 0.04 m
germany,11000142918,remove,austria,duplicate of austria AT_v43_bbbd6ac885fd at 0.03 m
germany,11000142919,remove,austria,duplicate of austria AT_v43_8435ec7cd1f1 at 0.02 m
germany,11000142942,remove,austria,duplicate of austria AT_v43_39e587ee20fd at 0.04 m
germany,11000142943,remove,austria,duplicate of austria AT_v43_c5e2726c016f at 0.07 m
germany,11000142944,remove,austria,duplicate of austria AT_v43_5ccf06e9df2c at 0.03 m
germany,11000142951,remove,austria,duplicate of austria AT_v43_681f63183ad3 at 0.04 m
germany,11000142992,remove,austria,duplicate of austria AT_v43_7a1cc3610ad0 at 0.03 m
germany,11000143103,remove,austria,duplicate of austria AT_v43_29c1cde3af50 at 0.04 m
germany,11000143104,remove,austria,duplicate of austria AT_v43_882fb27466a7 at 0.05 m
germany,11000143122,remove,france,duplicate of france 1000168887 at 0.04 m
germany,11000143136,remove,switzerland,duplicate of switzerland CH_12945536435 at 4.73 m
germany,11000143144,remove,switzerland,duplicate of switzerland CH_12949212349 at 4.44 m
germany,11000143202,remove,france,duplicate of france 1000168910 at 0.06 m
germany,11000143203,remove,france,duplicate of france 1000168911 at 0.04 m
germany,11000143204,remove,france,duplicate of france 1000168912 at 0.01 m
germany,11000143205,remove,france,duplicate of france 1000168913 at 0.05 m
germany,11000143272,remove,austria,duplicate of austria AT_v43_7f982fadb4b6 at 0.02 m
germany,11000143278,remove,austria,duplicate of austria AT_v43_09af46d19652 at 0.04 m
germany,11000143344,remove,austria,duplicate of austria AT_v43_b9fe151e5555 at 0.06 m
germany,11000143369,remove,austria,duplicate of austria AT_v43_9024b45a3684 at 0.05 m
germany,11000143470,remove,france,duplicate of france 1000169069 at 0.06 m
germany,11000143482,remove,france,duplicate of france 1000169084 at 0.05 m
germany,11000143483,remove,france,duplicate of france 1000169085 at 0.02 m
germany,11000143540,remove,france,duplicate of france 1000169127 at 0.04 m
germany,11000143672,remove,austria,duplicate of austria AT_v43_2a0c4e3c3182 at 0.04 m
germany,11000143699,remove,france,duplicate of france 1000169391 at 0.05 m
germany,11000143776,remove,austria,duplicate of austria AT_v43_9593d09a2cbe at 0.05 m
germany,11000143806,remove,switzerland,duplicate of switzerland CH_v43_05a15229ca84 at 0.03 m
germany,11000143929,remove,austria,duplicate of austria AT_708_004 at 0.00 m
germany,11000143940,remove,switzerland,duplicate of switzerland CH_27107779 at 6.45 m
germany,11000144177,remove,france,duplicate of france 1000169546 at 0.05 m
germany,11000144219,remove,austria,duplicate of austria AT_502_001 at 0.00 m
germany,11000144220,remove,austria,duplicate of austria AT_501_000 at 0.00 m
germany,11000144221,remove,austria,duplicate of austria AT_501_001 at 0.00 m
germany,11000144222,remove,austria,duplicate of austria AT_502_002 at 0.00 m
germany,11000144244,remove,france,duplicate of france 1000169565 at 0.03 m
germany,11000144261,remove,france,duplicate of france 1000169569 at 0.02 m
germany,11000144262,remove,france,duplicate of france 1000169570 at 0.02 m
germany,11000144315,remove,switzerland,duplicate of switzerland CH_35840165 at 4.53 m
germany,11000144338,remove,france,duplicate of france 1000169612 at 0.05 m
germany,11000144487,remove,switzerland,duplicate of switzerland CH_v43_61b036ee8741 at 0.03 m
germany,11000144500,remove,france,duplicate of france 1000169716 at 0.02 m
germany,11000144553,remove,france,duplicate of france 1000169748 at 0.06 m
germany,11000144635,remove,france,duplicate of france 1000169814 at 0.02 m
germany,11000144651,remove,france,duplicate of france 1000169835 at 0.04 m
germany,11000144652,remove,france,duplicate of france 1000169836 at 0.02 m
germany,11000144657,remove,france,duplicate of france 1000169840 at 0.02 m
germany,11000144658,remove,france,duplicate of france 1000169841 at 0.05 m
germany,11000144667,remove,france,duplicate of france 1000169843 at 0.06 m
germany,11000144669,remove,france,duplicate of france 1000169846 at 0.04 m
germany,11000144694,remove,france,duplicate of france 1000169866 at 0.06 m
germany,11000144711,remove,france,duplicate of france 1000169880 at 0.04 m
germany,11000144715,remove,france,duplicate of france 1000169882 at 0.03 m
germany,11000144716,remove,france,duplicate of france 1000169883 at 0.01 m
germany,11000144718,remove,france,duplicate of france 1000169886 at 0.03 m
germany,11000144719,remove,france,duplicate of france 1000169888 at 0.06 m
germany,11000144727,remove,france,duplicate of france 1000169891 at 0.04 m
germany,11000144729,remove,france,duplicate of france 1000169892 at 0.05 m
germany,11000144755,remove,france,duplicate of france 1000169916 at 0.06 m
germany,11000144767,remove,france,duplicate of france 1000169928 at 0.06 m
germany,11000144769,remove,france,duplicate of france 1000169929 at 0.03 m
germany,11000144770,remove,france,duplicate of france 1000169930 at 0.04 m
germany,11000144771,remove,france,duplicate of france 1000169931 at 0.03 m
germany,11000144792,remove,france,duplicate of france 1000169948 at 0.01 m
germany,11000144815,remove,france,duplicate of france 1000169969 at 0.02 m
germany,11000144840,remove,france,duplicate of france 1000170002 at 0.05 m
germany,11000144844,remove,france,duplicate of france 1000170010 at 0.04 m
germany,11000144894,remove,switzerland,duplicate of switzerland CH_50319857 at 4.17 m
germany,11000144897,remove,switzerland,duplicate of switzerland CH_50397760 at 3.86 m
germany,11000145232,remove,france,duplicate of france 1000170248 at 0.05 m
germany,11000145234,remove,france,duplicate of france 1000170250 at 0.05 m
germany,11000145265,remove,france,duplicate of france 1000170270 at 0.03 m
germany,11000145283,remove,france,duplicate of france 1000170279 at 0.03 m
germany,11000145501,remove,france,duplicate of france 1000171531 at 0.02 m
germany,11000145597,remove,austria,duplicate of austria AT_v43_4b0d75a9ae0a at 0.03 m
germany,11000145598,remove,austria,duplicate of austria AT_v43_993823f09b53 at 0.05 m
germany,11000145609,reassign,austria,new to austria; nearest existing 135.3 m
germany,11000145616,remove,austria,duplicate of austria AT_412_014 at 0.00 m
germany,11000145618,remove,france,duplicate of france 1000171928 at 0.04 m
germany,11000145627,remove,france,duplicate of france 1000171952 at 0.03 m
germany,11000145646,remove,france,duplicate of france 1000172081 at 0.05 m
germany,11000145648,reassign,austria,new to austria; nearest existing 133.1 m
germany,11000145650,remove,france,duplicate of france 1000172083 at 0.02 m
germany,11000145657,remove,france,duplicate of france 1000172084 at 0.04 m
germany,11000145658,remove,france,duplicate of france 1000172085 at 0.02 m
germany,11000145659,remove,france,duplicate of france 1000172086 at 0.01 m
germany,11000145662,remove,france,duplicate of france 1000172092 at 0.06 m
germany,11000145667,remove,france,duplicate of france 1000172099 at 0.02 m
germany,11000145668,remove,france,duplicate of france 1000172100 at 0.03 m
germany,11000145673,remove,france,duplicate of france 1000172129 at 0.05 m
germany,11000145674,remove,france,duplicate of france 1000172130 at 0.04 m
germany,11000145675,remove,france,duplicate of france 1000172131 at 0.04 m
germany,11000145681,remove,france,duplicate of france 1000172153 at 0.05 m
germany,11000145683,remove,france,duplicate of france 1000172154 at 0.02 m
germany,11000145691,remove,france,duplicate of france 1000172155 at 0.04 m
germany,11000145692,remove,france,duplicate of france 1000172156 at 0.04 m
germany,11000145693,remove,france,duplicate of france 1000172157 at 0.05 m
germany,11000145695,remove,france,duplicate of france 1000172164 at 0.04 m
germany,11000145696,remove,austria,duplicate of austria AT_v43_807da1bd9ee9 at 0.00 m
germany,11000145697,remove,austria,duplicate of austria AT_v43_ed914a8dc89c at 0.04 m
germany,11000145698,remove,france,duplicate of france 1000172176 at 0.01 m
germany,11000145699,remove,france,duplicate of france 1000172177 at 0.04 m
germany,11000145703,remove,france,duplicate of france 1000172182 at 0.04 m
germany,11000145704,remove,france,duplicate of france 1000172183 at 0.03 m
germany,11000145742,remove,austria,duplicate of austria AT_802_023 at 0.00 m
germany,11000145744,remove,france,duplicate of france 1000172268 at 0.05 m
germany,11000145745,remove,france,duplicate of france 1000172269 at 0.03 m
germany,11000145746,remove,france,duplicate of france 1000172270 at 0.02 m
germany,11000145747,remove,france,duplicate of france 1000172271 at 0.06 m
germany,11000145766,remove,switzerland,duplicate of switzerland CH_87281514 at 4.33 m
germany,11000145905,reassign,switzerland,new to switzerland
germany,11000145930,remove,france,duplicate of france 1000172688 at 0.02 m
germany,11000145931,remove,france,duplicate of france 1000172689 at 0.01 m
germany,11000146034,remove,austria,duplicate of austria AT_502_018 at 0.00 m
germany,11000146082,remove,austria,duplicate of austria AT_503_003 at 0.00 m
germany,11000146094,remove,austria,duplicate of austria AT_704_058 at 0.00 m
germany,11000146097,remove,austria,duplicate of austria AT_704_059 at 0.00 m
germany,11000146114,remove,austria,duplicate of austria AT_v43_7feac5957b82 at 0.04 m
germany,11000146182,remove,austria,duplicate of austria AT_412_021 at 0.00 m
germany,11000146183,remove,austria,duplicate of austria AT_412_022 at 0.00 m
germany,11000146211,remove,austria,duplicate of austria AT_503_006 at 0.00 m
germany,11000146275,remove,switzerland,duplicate of switzerland CH_97869028 at 3.65 m
germany,11000146276,remove,austria,duplicate of austria AT_502_021 at 0.00 m
germany,11000146279,remove,austria,duplicate of austria AT_502_022 at 0.00 m
germany,11000146281,remove,france,duplicate of france 1000173012 at 0.06 m
germany,11000146282,remove,france,duplicate of france 1000173013 at 0.02 m
germany,11000146571,remove,austria,duplicate of austria AT_v43_18276e5f7512 at 0.06 m
germany,11000146591,remove,austria,duplicate of austria AT_412_025 at 0.00 m
germany,11000146592,remove,austria,duplicate of austria AT_412_026 at 0.00 m
germany,11000146617,remove,switzerland,duplicate of switzerland CH_v43_ac0ad8babdbe at 0.04 m
germany,11000146618,remove,austria,duplicate of austria AT_v43_a36248b04d1c at 0.03 m
germany,11000146658,remove,switzerland,duplicate of switzerland CH_107239201 at 4.06 m
germany,11000146666,remove,france,duplicate of france 1000173813 at 0.04 m
germany,11000146667,remove,france,duplicate of france 1000173814 at 0.01 m
germany,11000146668,remove,france,duplicate of france 1000173815 at 0.03 m
germany,11000146678,remove,austria,duplicate of austria AT_v43_d489aecd5e3d at 0.02 m
germany,11000146694,remove,austria,duplicate of austria AT_v43_77388f5c0c75 at 0.05 m
germany,11000146713,remove,austria,duplicate of austria AT_v43_9fcfdfad1c58 at 0.02 m
germany,11000146737,remove,switzerland,duplicate of switzerland CH_109037817 at 6.22 m
germany,11000146899,remove,austria,duplicate of austria AT_v43_90498795c225 at 0.04 m
germany,11000146979,remove,austria,duplicate of austria AT_v43_2e0fe015cb1b at 0.02 m
germany,11000146986,remove,austria,duplicate of austria AT_v43_a2aa4b5ea38e at 0.03 m
germany,11000147026,remove,austria,duplicate of austria AT_v43_a3f58bc4169a at 0.01 m
germany,11000147039,remove,austria,duplicate of austria AT_v43_0ed1a158714e at 0.01 m
germany,11000147085,remove,austria,duplicate of austria AT_801_003 at 0.00 m
germany,11000147109,remove,austria,duplicate of austria AT_v43_781969573856 at 0.03 m
germany,11000147150,remove,austria,duplicate of austria AT_v43_d6aeaef8e5ee at 0.06 m
germany,11000147243,remove,austria,duplicate of austria AT_v43_a5cef967c8e3 at 0.03 m
germany,11000147248,remove,austria,duplicate of austria AT_v43_0eb8fe3a1d05 at 0.03 m
germany,11000147255,remove,austria,duplicate of austria AT_v43_61f34e60242b at 0.03 m
germany,11000147263,remove,austria,duplicate of austria AT_v43_869a47ccf13f at 0.03 m
germany,11000147296,remove,austria,duplicate of austria AT_v43_3160070900ad at 0.04 m
germany,11000147483,remove,austria,duplicate of austria AT_v43_143f5df03404 at 0.03 m
germany,11000147484,remove,france,duplicate of france 1000174994 at 0.05 m
germany,11000147581,remove,austria,duplicate of austria AT_v43_2500ec47a0d1 at 0.03 m
germany,11000147584,remove,austria,duplicate of austria AT_v43_4032c1ffd601 at 0.06 m
germany,11000147597,remove,austria,duplicate of austria AT_v43_558810640657 at 0.04 m
germany,11000147618,remove,austria,duplicate of austria AT_v43_fc61a0fa88c5 at 0.03 m
germany,11000147619,remove,austria,duplicate of austria AT_v43_116d1feff94b at 0.01 m
germany,11000147627,remove,austria,duplicate of austria AT_v43_2f9b63984cb2 at 0.05 m
germany,11000147712,remove,france,duplicate of france 1000175307 at 0.05 m
germany,11000147794,remove,austria,duplicate of austria AT_v43_3a38567eaa7d at 0.04 m
germany,11000147808,remove,france,duplicate of france 1000175406 at 0.02 m
germany,11000147809,remove,france,duplicate of france 1000175407 at 0.02 m
germany,11000147810,remove,france,duplicate of france 1000175408 at 0.04 m
germany,11000147871,remove,austria,duplicate of austria AT_v43_d8bdfe2bf8ab at 0.05 m
germany,11000147889,remove,austria,duplicate of austria AT_v43_df05569d9b42 at 0.03 m
germany,11000148098,remove,france,duplicate of france 1000175834 at 0.02 m
germany,11000148104,remove,france,duplicate of france 1000175860 at 0.00 m
germany,11000148183,remove,austria,duplicate of austria AT_v43_f96fd0f7f3da at 0.02 m
germany,11000148273,remove,france,duplicate of france 1000175974 at 0.04 m
germany,11000148274,remove,france,duplicate of france 1000175975 at 0.06 m
germany,11000148275,remove,france,duplicate of france 1000175976 at 0.02 m
germany,11000148288,remove,austria,duplicate of austria AT_v43_da05b114a34f at 0.04 m
germany,11000148441,remove,austria,duplicate of austria AT_v43_ad3f23e8d63c at 0.03 m
germany,11000148495,remove,austria,duplicate of austria AT_v43_d46aa4326682 at 0.01 m
germany,11000148510,remove,france,duplicate of france 1000176179 at 0.05 m
germany,11000148513,remove,france,duplicate of france 1000176186 at 0.03 m
germany,11000148518,remove,austria,duplicate of austria AT_v43_deb57ccb50fd at 0.02 m
germany,11000148541,remove,austria,duplicate of austria AT_v43_bdc62e841398 at 0.04 m
germany,11000148623,remove,austria,duplicate of austria AT_v43_159d2d253095 at 0.04 m
germany,11000148624,remove,austria,duplicate of austria AT_v43_83fb2f489699 at 0.04 m
germany,11000148648,remove,austria,duplicate of austria AT_v43_1b880091ad6b at 0.04 m
germany,11000148681,remove,austria,duplicate of austria AT_v43_fc2beca676e3 at 0.04 m
germany,11000148694,remove,austria,duplicate of austria AT_v43_2a17f47e2e4c at 0.04 m
germany,11000148713,remove,austria,duplicate of austria AT_v43_59f2b5a1dca2 at 0.04 m
germany,11000148744,remove,austria,duplicate of austria AT_v43_bb7f06a9595c at 0.02 m
germany,11000148746,remove,austria,duplicate of austria AT_v43_5dbb5896fde6 at 0.01 m
germany,11000148750,remove,austria,duplicate of austria AT_v43_40ae0fe3c51e at 0.01 m
germany,11000148751,remove,austria,duplicate of austria AT_v43_6ea3665fb1d8 at 0.01 m
germany,11000148803,remove,austria,duplicate of austria AT_v43_14337c3ecc6a at 0.03 m
germany,11000148804,remove,austria,duplicate of austria AT_v43_d4b3b42c9b43 at 0.06 m
germany,11000148829,remove,austria,duplicate of austria AT_v43_8a91b7e98d9e at 0.04 m
germany,11000148833,remove,switzerland,duplicate of switzerland CH_157747744 at 2.90 m
germany,11000148837,remove,austria,duplicate of austria AT_v43_cc31ea7c1be8 at 0.03 m
germany,11000148877,remove,austria,duplicate of austria AT_v43_2948131d685d at 0.03 m
germany,11000148939,remove,austria,duplicate of austria AT_v43_1fa0df6f027e at 0.03 m
germany,11000148972,remove,austria,duplicate of austria AT_v43_2dbad1c9e378 at 0.05 m
germany,11000149064,reassign,austria,new to austria
germany,11000149116,remove,austria,duplicate of austria AT_v43_2b65e6b714d8 at 0.05 m
germany,11000149160,remove,france,duplicate of france 1000176879 at 0.07 m
germany,11000149161,remove,france,duplicate of france 1000176880 at 0.01 m
germany,11000149162,remove,france,duplicate of france 1000176881 at 0.00 m
germany,11000149217,remove,austria,duplicate of austria AT_v43_056be5d7c1d1 at 0.03 m
germany,11000149258,remove,france,duplicate of france 1000176969 at 0.05 m
germany,11000149312,remove,france,duplicate of france 1000177038 at 0.02 m
germany,11000149313,remove,france,duplicate of france 1000177039 at 0.07 m
germany,11000149314,remove,france,duplicate of france 1000177040 at 0.05 m
germany,11000149315,remove,france,duplicate of france 1000177041 at 0.04 m
germany,11000149316,remove,france,duplicate of france 1000177042 at 0.04 m
germany,11000149317,remove,france,duplicate of france 1000177043 at 0.01 m
germany,11000149318,remove,france,duplicate of france 1000177044 at 0.06 m
germany,11000149319,remove,france,duplicate of france 1000177045 at 0.01 m
germany,11000149344,remove,switzerland,duplicate of switzerland CH_v43_077c24c3cf5e at 0.04 m
germany,11000149349,remove,switzerland,duplicate of switzerland CH_v43_9125a5732859 at 0.05 m
germany,11000149366,remove,austria,duplicate of austria AT_v43_7ac5c5f65d89 at 0.02 m
germany,11000149367,remove,austria,duplicate of austria AT_v43_3156ad519bf7 at 0.06 m
germany,11000149368,remove,austria,duplicate of austria AT_v43_7f71f676e967 at 0.03 m
germany,11000149369,remove,austria,duplicate of austria AT_v43_ba48e7466cdb at 0.04 m
germany,11000149374,remove,austria,duplicate of austria AT_v43_36e58b45bec0 at 0.03 m
germany,11000149413,remove,switzerland,duplicate of switzerland CH_v43_ada23a1106cd at 0.03 m
germany,11000149500,remove,austria,duplicate of austria AT_v43_8460b2bca415 at 0.04 m
germany,11000149531,remove,austria,duplicate of austria AT_v43_a3191b429760 at 0.06 m
germany,11000149570,remove,austria,duplicate of austria AT_v43_87a0279d375b at 0.05 m
germany,11000149580,remove,switzerland,duplicate of switzerland CH_v43_4fbe38bbcd54 at 0.06 m
germany,11000149655,remove,switzerland,duplicate of switzerland CH_173543303 at 6.03 m
germany,11000149663,remove,austria,duplicate of austria AT_v43_252ae698c37f at 0.02 m
germany,11000149676,remove,switzerland,duplicate of switzerland CH_v43_f5af18e07cee at 0.05 m
germany,11000149679,remove,austria,duplicate of austria AT_v43_d4b430a137b6 at 0.02 m
germany,11000149690,remove,france,duplicate of france 1000177349 at 0.03 m
germany,11000149691,remove,france,duplicate of france 1000177350 at 0.05 m
germany,11000149716,remove,france,duplicate of france 1000177360 at 0.04 m
germany,11000149718,remove,france,duplicate of france 1000177361 at 0.00 m
germany,11000149719,remove,france,duplicate of france 1000177362 at 0.03 m
germany,11000149720,remove,france,duplicate of france 1000177363 at 0.05 m
germany,11000149721,remove,france,duplicate of france 1000177364 at 0.00 m
germany,11000149750,remove,switzerland,duplicate of switzerland CH_v43_8ea332b3efa2 at 0.05 m
germany,11000149780,remove,austria,duplicate of austria AT_v43_557a8e3d134f at 0.04 m
germany,11000149806,remove,switzerland,duplicate of switzerland CH_v43_f2e29427aa83 at 0.05 m
germany,11000149877,remove,france,duplicate of france 1000177568 at 0.01 m
germany,11000149878,remove,france,duplicate of france 1000177569 at 0.05 m
germany,11000149879,remove,france,duplicate of france 1000177570 at 0.05 m
germany,11000149920,remove,austria,duplicate of austria AT_v43_f8fa17437e87 at 0.04 m
germany,11000149929,remove,austria,duplicate of austria AT_502_030 at 0.00 m
germany,11000149963,remove,austria,duplicate of austria AT_v43_39f95296efc7 at 0.05 m
germany,11000149966,remove,austria,duplicate of austria AT_v43_18414b101bf9 at 0.02 m
germany,11000149989,remove,austria,duplicate of austria AT_v43_85a551327b04 at 0.03 m
germany,11000149990,remove,austria,duplicate of austria AT_v43_af64ad60c1d8 at 0.02 m
germany,11000149991,remove,austria,duplicate of austria AT_v43_d7cbb9378800 at 0.03 m
germany,11000150046,remove,austria,duplicate of austria AT_v43_96c0aaf84ea4 at 0.06 m
germany,11000150054,remove,france,duplicate of france 1000177731 at 0.00 m
germany,11000150055,remove,france,duplicate of france 1000177732 at 0.04 m
germany,11000150090,remove,austria,duplicate of austria AT_v43_742d61bc89bc at 0.02 m
germany,11000150092,remove,france,duplicate of france 1000177787 at 0.05 m
germany,11000150094,remove,france,duplicate of france 1000177798 at 0.00 m
germany,11000150099,remove,france,duplicate of france 1000177801 at 0.06 m
germany,11000150187,remove,france,duplicate of france 1000177869 at 0.07 m
germany,11000150290,remove,austria,duplicate of austria AT_v43_328eb73c0e10 at 0.05 m
germany,11000150298,remove,austria,duplicate of austria AT_v43_2a755ca291b8 at 0.03 m
germany,11000150403,remove,austria,duplicate of austria AT_v43_c02e682a3ff3 at 0.03 m
germany,11000150420,reassign,austria,new to austria
germany,11000150433,remove,austria,duplicate of austria AT_v43_767a7f5a7575 at 0.01 m
germany,11000150437,remove,austria,duplicate of austria AT_v43_f4ff672ed3b8 at 0.05 m
germany,11000150475,remove,austria,duplicate of austria AT_v43_b4be771f60c6 at 0.03 m
germany,11000150585,remove,austria,duplicate of austria AT_v43_861b53789f8b at 0.05 m
germany,11000150730,remove,austria,duplicate of austria AT_v43_cb7b30b15fef at 0.04 m
germany,11000150855,remove,france,duplicate of france 1000178324 at 0.06 m
germany,11000150856,remove,france,duplicate of france 1000178325 at 0.04 m
germany,11000150857,remove,france,duplicate of france 1000178326 at 0.06 m
germany,11000150858,remove,france,duplicate of france 1000178327 at 0.01 m
germany,11000150859,remove,france,duplicate of france 1000178328 at 0.06 m
germany,11000150860,remove,france,duplicate of france 1000178329 at 0.03 m
germany,11000150862,remove,austria,duplicate of austria AT_v43_1a62831f1430 at 0.03 m
germany,11000150882,remove,france,duplicate of france 1000178418 at 0.02 m
germany,11000151029,remove,france,duplicate of france 1000178494 at 0.06 m
germany,11000151064,remove,switzerland,duplicate of switzerland CH_199480872 at 5.46 m
germany,11000151083,remove,france,duplicate of france 1000178519 at 0.03 m
germany,11000151093,remove,france,duplicate of france 1000178522 at 0.04 m
germany,11000151105,remove,switzerland,duplicate of switzerland CH_v43_3dc888f5de42 at 0.03 m
germany,11000151260,remove,austria,duplicate of austria AT_v43_4371bb493a29 at 0.03 m
germany,11000151281,remove,austria,duplicate of austria AT_v43_d1c070f3e3fd at 0.03 m
germany,11000151309,remove,austria,duplicate of austria AT_v43_117438cbc737 at 0.03 m
germany,11000151312,remove,austria,duplicate of austria AT_v43_da5b365ab2e5 at 0.01 m
germany,11000151341,remove,switzerland,duplicate of switzerland CH_v43_ae5f985415d6 at 0.03 m
germany,11000151354,remove,austria,duplicate of austria AT_v43_bf17f217c224 at 0.03 m
germany,11000151369,remove,switzerland,duplicate of switzerland CH_v43_44a7e5a2f6d9 at 0.04 m
germany,11000151373,remove,austria,duplicate of austria AT_v43_71ac591eca6c at 0.05 m
germany,11000151380,remove,austria,duplicate of austria AT_v43_ab2aee50b06c at 0.03 m
