country,substation_id,action,destination,reason
germany,11000151427,remove,france,duplicate of france 1000178937 at 0.05 m
germany,11000151461,remove,austria,duplicate of austria AT_v43_e5d1e3f08c0d at 0.03 m
germany,11000151505,remove,switzerland,duplicate of switzerland CH_205095566 at 4.77 m
germany,11000151526,remove,france,duplicate of france 1000179020 at 0.06 m
germany,11000151527,remove,france,duplicate of france 1000179021 at 0.06 m
germany,11000151536,remove,austria,duplicate of austria AT_v43_21ac8b928205 at 0.04 m
germany,11000151649,remove,switzerland,duplicate of switzerland CH_207073504 at 4.31 m
germany,11000151678,remove,switzerland,duplicate of switzerland CH_v43_fbf0c6146193 at 0.03 m
germany,11000151690,remove,austria,duplicate of austria AT_v43_f8f28b59d57e at 0.05 m
germany,11000151924,remove,austria,duplicate of austria AT_412_044 at 0.00 m
germany,11000152015,remove,switzerland,duplicate of switzerland CH_v43_05f63e8a7ef4 at 0.04 m
germany,11000152093,remove,austria,duplicate of austria AT_v43_567822b5c167 at 0.04 m
germany,11000152139,remove,austria,duplicate of austria AT_v43_82e3fc9431d7 at 0.04 m
germany,11000152180,remove,austria,duplicate of austria AT_v43_e6b13dbbbe2a at 0.04 m
germany,11000152230,remove,austria,duplicate of austria AT_v43_7c9d5f9cb813 at 0.04 m
germany,11000152382,remove,austria,duplicate of austria AT_v43_e908f75bfad7 at 0.01 m
germany,11000152420,reassign,austria,new to austria
germany,11000152474,remove,austria,duplicate of austria AT_v43_0647aeb60e59 at 0.06 m
germany,11000152583,remove,austria,duplicate of austria AT_v43_c332a1ca4d38 at 0.04 m
germany,11000152648,remove,switzerland,duplicate of switzerland CH_222369490 at 1.40 m
germany,11000152826,remove,austria,duplicate of austria AT_v43_673990bbb446 at 0.01 m
germany,11000152871,remove,austria,duplicate of austria AT_v43_195ff5ff3312 at 0.04 m
germany,11000152872,remove,austria,duplicate of austria AT_v43_cc04dba43f1e at 0.02 m
germany,11000152986,remove,switzerland,duplicate of switzerland CH_v43_f3cae1a97e0b at 0.04 m
germany,11000153281,remove,austria,duplicate of austria AT_v43_49e638b89485 at 0.06 m
germany,11000153332,remove,austria,duplicate of austria AT_v43_457c3c299165 at 0.01 m
germany,11000153552,remove,austria,duplicate of austria AT_v43_02041ab377d1 at 0.01 m
germany,11000153558,remove,austria,duplicate of austria AT_v43_d14c57e2cb70 at 0.03 m
germany,11000153598,remove,austria,duplicate of austria AT_v43_4154bd7daaa5 at 0.04 m
germany,11000153661,remove,austria,duplicate of austria AT_v43_834e401522b2 at 0.03 m
germany,11000153790,remove,austria,duplicate of austria AT_v43_e71cd050fc21 at 0.05 m
germany,11000153791,remove,austria,duplicate of austria AT_v43_98731e7f6496 at 0.04 m
germany,11000153823,remove,austria,duplicate of austria AT_v43_259792d1f13b at 0.02 m
germany,11000153826,remove,austria,duplicate of austria AT_v43_e7424858ed88 at 0.05 m
germany,11000153878,remove,austria,duplicate of austria AT_v43_c2cc4bd6b364 at 0.04 m
germany,11000154048,remove,austria,duplicate of austria AT_v43_998c240c2457 at 0.03 m
germany,11000154113,remove,austria,duplicate of austria AT_v43_bf0d553a5d98 at 0.03 m
germany,11000154170,remove,austria,duplicate of austria AT_v43_b231e25edf47 at 0.03 m
germany,11000154171,remove,austria,duplicate of austria AT_v43_d0e9c4401a08 at 0.03 m
germany,11000154180,remove,austria,duplicate of austria AT_v43_56024140abe1 at 0.06 m
germany,11000154187,remove,austria,duplicate of austria AT_v43_42722269300c at 0.03 m
germany,11000154202,remove,austria,duplicate of austria AT_v43_ce080690e024 at 0.02 m
germany,11000154310,remove,austria,duplicate of austria AT_v43_420831237e47 at 0.04 m
germany,11000154479,remove,switzerland,duplicate of switzerland CH_244599910 at 0.68 m
germany,11000154515,remove,austria,duplicate of austria AT_v43_4602253cc732 at 0.01 m
germany,11000154516,remove,austria,duplicate of austria AT_v43_0cdfcc9c674c at 0.04 m
germany,11000154517,remove,austria,duplicate of austria AT_v43_547f462e8483 at 0.04 m
germany,11000154556,remove,austria,duplicate of austria AT_v43_55c02d4afd4a at 0.04 m
germany,11000154645,remove,austria,duplicate of austria AT_v43_b094df172924 at 0.03 m
germany,11000154653,remove,austria,duplicate of austria AT_v43_d9eb034f6707 at 0.04 m
germany,11000154656,remove,austria,duplicate of austria AT_v43_329f3acf6b66 at 0.02 m
germany,11000154683,remove,austria,duplicate of austria AT_v43_83539cb89f24 at 0.04 m
germany,11000154771,reassign,austria,new to austria
germany,11000154826,remove,austria,duplicate of austria AT_v43_fc675591269a at 0.04 m
germany,11000155057,reassign,austria,new to austria; nearest existing 147.2 m
germany,11000155092,remove,switzerland,duplicate of switzerland CH_v43_910ddf2f0d69 at 0.01 m
germany,11000155407,remove,austria,duplicate of austria AT_v43_a9153f734e9c at 0.03 m
germany,11000155409,remove,austria,duplicate of austria AT_v43_9bc45566de1d at 0.02 m
germany,11000155448,remove,austria,duplicate of austria AT_v43_d6148e68fc74 at 0.02 m
germany,11000155451,remove,austria,duplicate of austria AT_v43_45b1e7d36014 at 0.05 m
germany,11000155753,remove,switzerland,duplicate of switzerland CH_v43_e1f27f575148 at 0.05 m
germany,11000155773,remove,austria,duplicate of austria AT_v43_0c440b3b0738 at 0.02 m
germany,11000156039,remove,austria,duplicate of austria AT_v43_8d3535ca01c8 at 0.06 m
germany,11000156041,remove,austria,duplicate of austria AT_v43_743fd21ef8e5 at 0.06 m
germany,11000156064,remove,austria,duplicate of austria AT_v43_a73059dae80c at 0.02 m
germany,11000156176,remove,austria,duplicate of austria AT_v43_a8738fae362b at 0.05 m
germany,11000156353,remove,switzerland,duplicate of switzerland CH_276603490 at 3.19 m
germany,11000156398,remove,france,duplicate of france 1000181376 at 0.02 m
germany,11000156581,remove,austria,duplicate of austria AT_v43_e7855a95fc78 at 0.04 m
germany,11000156663,remove,switzerland,duplicate of switzerland CH_v43_93903202ec39 at 0.03 m
germany,11000156726,reassign,austria,new to austria
germany,11000156836,remove,austria,duplicate of austria AT_v43_c39cc97722dc at 0.02 m
germany,11000156981,remove,austria,duplicate of austria AT_v43_289e8e2f501c at 0.05 m
germany,11000157014,remove,austria,duplicate of austria AT_v43_d5e66f235f9e at 0.03 m
germany,11000157086,remove,austria,duplicate of austria AT_v43_d56137fa233e at 0.03 m
germany,11000157414,remove,austria,duplicate of austria AT_v43_a71d1c4f91df at 0.06 m
germany,11000157506,remove,austria,duplicate of austria AT_v43_7dab2266dba8 at 0.06 m
germany,11000157562,remove,austria,duplicate of austria AT_v43_b32034e08daf at 0.02 m
germany,11000157706,remove,austria,duplicate of austria AT_v43_1019702a4a42 at 0.04 m
germany,11000158147,remove,switzerland,duplicate of switzerland CH_v43_b7adeada2e6e at 0.05 m
germany,11000158172,remove,switzerland,duplicate of switzerland CH_v43_1aff5fe7b2d2 at 0.02 m
germany,11000158176,remove,switzerland,duplicate of switzerland CH_v43_f277cb94c36d at 0.03 m
germany,11000158234,remove,austria,duplicate of austria AT_v43_45cb46c148e0 at 0.02 m
germany,11000158251,remove,switzerland,duplicate of switzerland CH_v43_f9e0d3116cdf at 0.02 m
germany,11000158258,remove,austria,duplicate of austria AT_v43_4c4d821d9a42 at 0.06 m
germany,11000158279,remove,austria,duplicate of austria AT_v43_a6e6e66bebae at 0.02 m
germany,11000158355,remove,switzerland,duplicate of switzerland CH_313719139 at 5.29 m
germany,11000158381,remove,austria,duplicate of austria AT_v43_79922036ce15 at 0.03 m
germany,11000158382,remove,austria,duplicate of austria AT_v43_ac533857c2f3 at 0.05 m
germany,11000158383,remove,austria,duplicate of austria AT_v43_2957a29ce6a8 at 0.05 m
germany,11000158384,remove,austria,duplicate of austria AT_v43_e40e8e73e0ac at 0.05 m
germany,11000158385,remove,austria,duplicate of austria AT_v43_06e06cee42ac at 0.06 m
germany,11000158386,remove,austria,duplicate of austria AT_v43_47c9d825660e at 0.05 m
germany,11000158389,remove,austria,duplicate of austria AT_v43_196e191ec617 at 0.02 m
germany,11000158390,remove,austria,duplicate of austria AT_v43_23a420733471 at 0.04 m
germany,11000158391,remove,austria,duplicate of austria AT_v43_f156315adfd1 at 0.06 m
germany,11000158401,remove,austria,duplicate of austria AT_v43_c5bbde509dfc at 0.05 m
germany,11000158644,remove,switzerland,duplicate of switzerland CH_315560696 at 1.67 m
germany,11000158645,remove,austria,duplicate of austria AT_v43_c8280414ff89 at 0.04 m
germany,11000158669,remove,austria,duplicate of austria AT_v43_32a294448939 at 0.03 m
germany,11000158882,remove,austria,duplicate of austria AT_v43_52a155908ba3 at 0.02 m
germany,11000158926,remove,austria,duplicate of austria AT_v43_0cf663287b4a at 0.01 m
germany,11000158927,remove,austria,duplicate of austria AT_v43_d518a7e7d78b at 0.05 m
germany,11000159099,remove,austria,duplicate of austria AT_v43_a4c8f79d4360 at 0.04 m
germany,11000159142,remove,austria,duplicate of austria AT_v43_82c55f6c07eb at 0.02 m
germany,11000159143,remove,austria,duplicate of austria AT_v43_72a248ddb03b at 0.05 m
germany,11000159200,remove,austria,duplicate of austria AT_v43_022caac9c57b at 0.04 m
germany,11000159332,remove,switzerland,duplicate of switzerland CH_327553007 at 2.76 m
germany,11000159333,remove,austria,duplicate of austria AT_v43_fea5790cd4b3 at 0.01 m
germany,11000159418,remove,austria,duplicate of austria AT_v43_45bbb2ecf762 at 0.04 m
germany,11000159468,remove,austria,duplicate of austria AT_v43_3914b0c52e3a at 0.06 m
germany,11000159478,remove,austria,duplicate of austria AT_v43_97fb09ce6be0 at 0.02 m
germany,11000159479,remove,austria,duplicate of austria AT_v43_7c4a3dfdeffe at 0.01 m
germany,11000159480,remove,austria,duplicate of austria AT_v43_d0cbec810b18 at 0.05 m
germany,11000159481,remove,austria,duplicate of austria AT_v43_c8f09a8ab5dd at 0.04 m
germany,11000159482,remove,austria,duplicate of austria AT_v43_e933b5a89457 at 0.06 m
germany,11000159526,remove,austria,duplicate of austria AT_v43_b061cf537e52 at 0.01 m
germany,11000159593,remove,austria,duplicate of austria AT_v43_13f766267877 at 0.05 m
germany,11000159599,remove,austria,duplicate of austria AT_v43_d2f4f58d6239 at 0.05 m
germany,11000159939,remove,austria,duplicate of austria AT_v43_5e5ad35264a9 at 0.02 m
germany,11000160283,remove,switzerland,duplicate of switzerland CH_v43_1cefe5500279 at 0.03 m
germany,11000160309,remove,austria,duplicate of austria AT_v43_88050e66e2d1 at 0.03 m
germany,11000160368,remove,france,duplicate of france 1000182621 at 0.03 m
germany,11000160410,remove,austria,duplicate of austria AT_v43_abb3a8f40088 at 0.01 m
germany,11000160551,remove,austria,duplicate of austria AT_v43_08e3f8b97236 at 0.05 m
germany,11000160595,remove,switzerland,duplicate of switzerland CH_v43_ad01ddf65ecb at 0.03 m
germany,11000160679,remove,switzerland,duplicate of switzerland CH_347711479 at 2.39 m
germany,11000160685,remove,switzerland,duplicate of switzerland CH_347791612 at 3.95 m
germany,11000160696,remove,austria,duplicate of austria AT_412_025 at 28.48 m
germany,11000160858,reassign,switzerland,new to switzerland
germany,11000160921,remove,austria,duplicate of austria AT_v43_be7614918ce2 at 0.01 m
germany,11000160925,remove,austria,duplicate of austria AT_v43_01da9af7db3d at 0.05 m
germany,11000160927,remove,austria,duplicate of austria AT_v43_e2fb2ca137f5 at 0.05 m
germany,11000161006,remove,austria,duplicate of austria AT_v43_2609303441ab at 0.03 m
germany,11000161169,remove,switzerland,duplicate of switzerland CH_v43_8fc1aa3ebe4c at 0.07 m
germany,11000161518,remove,switzerland,duplicate of switzerland CH_v43_bdf5cb38c02b at 0.01 m
germany,11000161700,remove,austria,duplicate of austria AT_v43_84ca90a17b09 at 0.03 m
germany,11000161701,remove,austria,duplicate of austria AT_v43_3a9cf9dda9ee at 0.02 m
germany,11000161702,remove,austria,duplicate of austria AT_v43_05880cbb8151 at 0.04 m
germany,11000161703,remove,austria,duplicate of austria AT_v43_ef2772667e43 at 0.05 m
germany,11000161705,remove,austria,duplicate of austria AT_412_048 at 0.00 m
germany,11000161808,remove,austria,duplicate of austria AT_v43_1de41d81e1db at 0.05 m
germany,11000161887,remove,austria,duplicate of austria AT_v43_b99e523338a9 at 0.03 m
germany,11000162070,remove,france,duplicate of france 1000182929 at 0.03 m
germany,11000162267,remove,austria,duplicate of austria AT_v43_59b4907aa0af at 0.04 m
germany,11000162311,remove,switzerland,duplicate of switzerland CH_v43_975faa0669e9 at 0.05 m
germany,11000162486,remove,austria,duplicate of austria AT_v43_cde9e4e119b9 at 0.02 m
germany,11000162656,remove,austria,duplicate of austria AT_v43_5135665efe8f at 0.03 m
germany,11000162657,reassign,austria,new to austria
germany,11000162841,remove,austria,duplicate of austria AT_v43_9e964453768a at 0.04 m
germany,11000162906,remove,austria,duplicate of austria AT_v43_abd5e385a8cc at 0.02 m
germany,11000163315,remove,austria,duplicate of austria AT_v43_3c5d6bea892f at 0.02 m
germany,11000163319,remove,austria,duplicate of austria AT_v43_527c6ea50a86 at 0.06 m
germany,11000163320,remove,austria,duplicate of austria AT_v43_8426fd3d949e at 0.05 m
germany,11000163321,remove,austria,duplicate of austria AT_v43_9dfc6f2d3809 at 0.05 m
germany,11000163560,remove,switzerland,duplicate of switzerland CH_397960460 at 3.54 m
germany,11000163581,remove,switzerland,duplicate of switzerland CH_398320322 at 4.68 m
germany,11000163582,remove,switzerland,duplicate of switzerland CH_v43_1ad06973e906 at 0.01 m
germany,11000164102,reassign,austria,new to austria; nearest existing 120.4 m
germany,11000164186,remove,austria,duplicate of austria AT_v43_e39969a334bd at 0.04 m
germany,11000164188,remove,austria,duplicate of austria AT_v43_dc3152814dca at 0.04 m
germany,11000164383,remove,france,duplicate of france 1000183398 at 0.00 m
germany,11000164384,remove,france,duplicate of france 1000183399 at 0.02 m
germany,11000164389,remove,austria,duplicate of austria AT_v43_9d3775b1f580 at 0.05 m
germany,11000164503,remove,switzerland,duplicate of switzerland CH_408597291 at 2.71 m
germany,11000164890,remove,austria,duplicate of austria AT_v43_a7f6aab61e33 at 0.02 m
germany,11000165012,remove,austria,duplicate of austria AT_v43_95bbadca1a97 at 0.05 m
germany,11000165052,remove,austria,duplicate of austria AT_v43_18428793f89c at 0.04 m
germany,11000165141,remove,switzerland,duplicate of switzerland CH_v43_60aafe8be63d at 0.04 m
germany,11000165197,remove,austria,duplicate of austria AT_v43_3be8d6629b22 at 0.01 m
germany,11000165198,remove,austria,duplicate of austria AT_v43_dead8497fd70 at 0.05 m
germany,11000165199,remove,austria,duplicate of austria AT_v43_444a894be93b at 0.02 m
